Gene,Replicon,Annotation,PWN_freq,PWN_prop,PWC_freq,PWC_prop
gph,tI,Phosphoglycolate phosphatase,2,0.057142857,1,0.028571429
cbbY,tI,Protein CbbY,2,0.057142857,1,0.028571429
hisC,tI,Histidinol-phosphate aminotransferase,2,0.057142857,1,0.028571429
glnH_2,tI,ABC transporter glutamine-binding protein GlnH,2,0.057142857,1,0.028571429
dcd,tI,"dCTP deaminase, dUMP-forming",1,0.028571429,2,0.057142857
cpdA,tI,"3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA",1,0.028571429,2,0.057142857
dpnM,tI,Modification methylase DpnIIA,1,0.028571429,2,0.057142857
caiD,tI,Carnitinyl-CoA dehydratase,1,0.028571429,2,0.057142857
pcaI,tII,3-oxoadipate CoA-transferase subunit A,38,1,40,1
pcaF,tII,Beta-ketoadipyl-CoA thiolase,38,1,40,1
pepT,tII,Peptidase T,38,1,40,1
ropA,tII,Outer membrane protein IIIA,38,1,40,1
nagZ,tII,Beta-hexosaminidase,38,1,40,1
fni,tII,Isopentenyl-diphosphate delta-isomerase,38,1,40,1
lsrB,tII,Autoinducer 2-binding protein LsrB,38,1,40,1
cspA,tII,Cold shock protein CspA,38,1,40,1
gsiC_1,tII,Glutathione transport system permease protein GsiC,38,1,40,1
hutU,tII,Urocanate hydratase,38,1,40,1
malK,tII,Maltose/maltodextrin import ATP-binding protein MalK,38,1,40,1
minD,tII,Septum site-determining protein MinD,38,1,40,1
ulaR,tII,HTH-type transcriptional regulator UlaR,38,1,40,1
ybhL,tII,Inner membrane protein YbhL,38,1,40,1
lutR_2,tII,HTH-type transcriptional regulator LutR,38,1,40,1
gsiD_2,tII,Glutathione transport system permease protein GsiD,38,1,40,1
livH,tII,High-affinity branched-chain amino acid transport system permease protein LivH,38,1,40,1
cyoC,tII,Cytochrome bo(3) ubiquinol oxidase subunit 3,38,1,40,1
bacC,tII,Dihydroanticapsin 7-dehydrogenase,38,1,40,1
cobH,tII,Precorrin-8X methylmutase,38,1,40,1
nikB,tII,Nickel import system permease protein NikB,38,1,40,1
purU,tII,Formyltetrahydrofolate deformylase,38,1,40,1
nadA,tII,Quinolinate synthase A,38,1,40,1
ydaD_1,tII,General stress protein 39,38,1,40,1
yejF,tII,putative ABC transporter ATP-binding protein YejF,38,1,40,1
purF,tII,Amidophosphoribosyltransferase,38,1,40,1
dppB_2,tII,Dipeptide transport system permease protein DppB,38,1,40,1
cyoB,tII,Cytochrome bo(3) ubiquinol oxidase subunit 1,38,1,40,1
occP,tII,Octopine permease ATP-binding protein P,38,1,40,1
lsrD,tII,Autoinducer 2 import system permease protein LsrD,38,1,40,1
glaR_1,tII,HTH-type transcriptional repressor GlaR,38,1,40,1
rbsA,tII,Ribose import ATP-binding protein RbsA,38,1,40,1
abfA,tII,Intracellular exo-alpha-(1->5)-L-arabinofuranosidase,38,1,40,1
ycjP,tII,Inner membrane ABC transporter permease protein YcjP,38,1,40,1
cysT,tII,Sulfate transport system permease protein CysT,38,1,40,1
yecS_1,tII,L-cystine transport system permease protein YecS,38,1,40,1
cbl,tII,HTH-type transcriptional regulator cbl,38,1,40,1
oppC,tII,Oligopeptide transport system permease protein OppC,38,1,40,1
nagR_2,tII,HTH-type transcriptional repressor NagR,38,1,40,1
minE,tII,Cell division topological specificity factor,38,1,40,1
yajO,tII,1-deoxyxylulose-5-phosphate synthase YajO,38,1,40,1
melA_2,tII,Alpha-galactosidase,38,1,40,1
cobM,tII,Precorrin-4 C(11)-methyltransferase,38,1,40,1
glnT,tII,Glutamine synthetase,38,1,40,1
gsiA_1,tII,Glutathione import ATP-binding protein GsiA,38,1,40,1
iolG,tII,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase,38,1,40,1
aar,tII,L-alanine/L-glutamate racemase,38,1,40,1
minC,tII,Septum site-determining protein MinC,38,1,40,1
cysA,tII,Sulfate/thiosulfate import ATP-binding protein CysA,38,1,40,1
doxA,tII,"Naphthalene 1,2-dioxygenase system, ferredoxin component",38,1,40,1
alsC,tII,D-allose transport system permease protein AlsC,38,1,40,1
glnQ_1,tII,Glutamine transport ATP-binding protein GlnQ,38,1,40,1
dgaE,tII,D-glucosaminate-6-phosphate ammonia lyase,38,1,40,1
kduI1,tII,4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase 1,38,1,40,1
gcvT_2,tII,Aminomethyltransferase,38,1,40,1
kduD,tII,2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase,38,1,40,1
agpA_2,tII,Periplasmic alpha-galactoside-binding protein,38,1,40,1
soxA,tII,Sarcosine oxidase subunit alpha,38,1,40,1
noc,tII,Nucleoid occlusion protein,38,1,40,1
mtgA,tII,Biosynthetic peptidoglycan transglycosylase,38,1,40,1
abaQ,tII,Quinolone resistance transporter,38,1,40,1
rafR,tII,HTH-type transcriptional regulator RafR,38,1,40,1
cyoA,tII,Cytochrome bo(3) ubiquinol oxidase subunit 2,38,1,40,1
ywnA,tII,Putative HTH-type transcriptional regulator YwnA,38,1,40,1
rbn,tII,Ribonuclease BN,38,1,40,1
aroQ,tII,3-dehydroquinate dehydratase,38,1,40,1
pcaH,tII,"Protocatechuate 3,4-dioxygenase beta chain",38,1,40,1
gbpR,tII,HTH-type transcriptional regulator GbpR,38,1,40,1
dnaJ,tII,Chaperone protein DnaJ,38,1,40,1
hutI,tII,Imidazolonepropionase,38,1,40,1
occM,tII,Octopine transport system permease protein OccM,38,1,40,1
mmgC,tII,Acyl-CoA dehydrogenase,38,1,40,1
rhaM,tII,L-rhamnose mutarotase,38,1,40,1
rhmA,tII,2-keto-3-deoxy-L-rhamnonate aldolase,38,1,40,1
thiM,tII,Hydroxyethylthiazole kinase,38,1,40,1
hbpA,tII,Heme-binding protein A,38,1,40,1
ddpC,tII,"putative D,D-dipeptide transport system permease protein DdpC",38,1,40,1
abgB,tII,p-aminobenzoyl-glutamate hydrolase subunit B,38,1,40,1
yabJ,tII,2-iminobutanoate/2-iminopropanoate deaminase,38,1,40,1
nanK,tII,N-acetylmannosamine kinase,38,1,40,1
fliC,tII,Flagellin,38,1,40,1
soxD,tII,Sarcosine oxidase subunit delta,38,1,40,1
xylH,tII,2-hydroxymuconate tautomerase,38,1,40,1
group_217,tII,L-fuconate dehydratase,38,1,40,1
panB,tII,3-methyl-2-oxobutanoate hydroxymethyltransferase,38,1,40,1
cobI,tII,Precorrin-2 C(20)-methyltransferase,38,1,40,1
kdgR,tII,Transcriptional regulator KdgR,38,1,40,1
ecfG,tII,ECF RNA polymerase sigma factor EcfG,38,1,40,1
bcr,tII,Bicyclomycin resistance protein,38,1,40,1
btuD,tII,Vitamin B12 import ATP-binding protein BtuD,38,1,40,1
yhjE,tII,Inner membrane metabolite transport protein YhjE,38,1,40,1
group_246,tII,putative NTE family protein,38,1,40,1
mshA_1,tII,D-inositol-3-phosphate glycosyltransferase,38,1,40,1
atm1,tII,ATM1-type heavy metal exporter,38,1,40,1
fliY,tII,L-cystine-binding protein FliY,38,1,40,1
gno,tII,Gluconate 5-dehydrogenase,38,1,40,1
pcaG,tII,"Protocatechuate 3,4-dioxygenase alpha chain",38,1,40,1
hutH_1,tII,Histidine ammonia-lyase,38,1,40,1
occQ,tII,Octopine transport system permease protein OccQ,38,1,40,1
dmg,tII,Dimethylglycine oxidase,38,1,40,1
rhaR,tII,HTH-type transcriptional activator RhaR,38,1,40,1
oppD_1,tII,Oligopeptide transport ATP-binding protein OppD,38,1,40,1
group_287,tII,Putative peptide transport permease protein,38,1,40,1
pcaR,tII,Pca regulon regulatory protein,38,1,40,1
hmp,tII,Flavohemoprotein,38,1,40,1
group_290,tII,L-lactate transporter,38,1,40,1
glgX,tII,Glycogen operon protein GlgX,38,1,40,1
ycjO,tII,Inner membrane ABC transporter permease protein YcjO,38,1,40,1
sugB,tII,Trehalose transport system permease protein SugB,38,1,40,1
ugpC,tII,sn-glycerol-3-phosphate import ATP-binding protein UgpC,38,1,40,1
cysW,tII,Sulfate transport system permease protein CysW,38,1,40,1
sbp,tII,Sulfate-binding protein,38,1,40,1
ptsN,tII,Nitrogen regulatory protein,38,1,40,1
kdpE,tII,Transcriptional regulatory protein KdpE,38,1,40,1
kdpD,tII,Sensor protein KdpD,38,1,40,1
kdpB,tII,Potassium-transporting ATPase ATP-binding subunit,38,1,40,1
group_309,tII,D-xylulose reductase,38,1,40,1
rclA,tII,putative pyridine nucleotide-disulfide oxidoreductase RclA,38,1,40,1
dmlR_1,tII,HTH-type transcriptional regulator DmlR,38,1,40,1
lptB,tII,Lipopolysaccharide export system ATP-binding protein LptB,38,1,40,1
livF,tII,High-affinity branched-chain amino acid transport ATP-binding protein LivF,38,1,40,1
mmsB,tII,putative 3-hydroxyisobutyrate dehydrogenase,38,1,40,1
hcaB_1,tII,3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase,38,1,40,1
group_319,tII,Deacetylase,38,1,40,1
dadD,tII,5'-deoxyadenosine deaminase,38,1,40,1
oppF_1,tII,Oligopeptide transport ATP-binding protein OppF,38,1,40,1
appA,tII,Oligopeptide-binding protein AppA,38,1,40,1
thiD,tII,Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase,38,1,40,1
fmdA,tII,Formamidase,38,1,40,1
amiC,tII,Aliphatic amidase expression-regulating protein,38,1,40,1
gsiB,tII,Glutathione-binding protein GsiB,38,1,40,1
allE,tII,(S)-ureidoglycine aminohydrolase,38,1,40,1
melD,tII,Melibiose/raffinose/stachyose import permease protein MelD,38,1,40,1
dppC,tII,Dipeptide transport system permease protein DppC,38,1,40,1
cntB,tII,Carnitine monooxygenase reductase subunit,38,1,40,1
plcC,tII,Phospholipase C 3,38,1,40,1
cdhR,tII,HTH-type transcriptional regulator CdhR,38,1,40,1
soxB,tII,Sarcosine oxidase subunit beta,38,1,40,1
group_370,tII,2-keto-3-deoxy-L-fuconate dehydrogenase,38,1,40,1
yfhM,tII,Alpha-2-macroglobulin,38,1,40,1
alkJ,tII,Alcohol dehydrogenase [acceptor],38,1,40,1
hexR,tII,HTH-type transcriptional regulator HexR,38,1,40,1
allR,tII,HTH-type transcriptional repressor AllR,38,1,40,1
actP,tII,Copper-transporting P-type ATPase,38,1,40,1
wbpA,tII,UDP-N-acetyl-D-glucosamine 6-dehydrogenase,38,1,40,1
pcaJ,tII,3-oxoadipate CoA-transferase subunit B,38,1,40,1
yohD,tII,Inner membrane protein YohD,38,1,40,1
fucK,tII,L-fuculokinase,38,1,40,1
cnbH,tII,2-amino-5-chloromuconic acid deaminase,38,1,40,1
betC,tII,Choline-sulfatase,38,1,40,1
group_70,tII,D-threonine aldolase,38,1,36,0.9
group_72,tII,putative HTH-type transcriptional regulator,38,1,40,1
nadC,tII,putative nicotinate-nucleotide pyrophosphorylase [carboxylating],38,1,40,1
hmrR,tII,HTH-type transcriptional regulator HmrR,38,1,40,1
group_81,tII,Putative multidrug export ATP-binding/permease protein,38,1,40,1
aroE,tII,Shikimate dehydrogenase (NADP(+)),38,1,40,1
catD,tII,3-oxoadipate enol-lactonase 2,37,0.973684211,40,1
tcrA,tII,Transcriptional regulatory protein TcrA,37,0.973684211,36,0.9
ytfF,tII,Inner membrane protein YtfF,36,0.947368421,38,0.95
occT,tII,Octopine-binding periplasmic protein,35,0.921052632,36,0.9
mdtD,tII,Putative multidrug resistance protein MdtD,35,0.921052632,36,0.9
vapC_1,tII,tRNA(fMet)-specific endonuclease VapC,35,0.921052632,36,0.9
cobK,tII,Precorrin-6A reductase,35,0.921052632,36,0.9
speE,tII,Polyamine aminopropyltransferase,35,0.921052632,36,0.9
thiE,tII,Thiamine-phosphate synthase,35,0.921052632,34,0.85
dinG,tII,3'-5' exonuclease DinG,35,0.921052632,36,0.9
golD,tII,NAD-dependent glycerol dehydrogenase,35,0.921052632,36,0.9
sir,tII,Sulfite reductase [ferredoxin],35,0.921052632,36,0.9
pknD,tII,Serine/threonine-protein kinase PknD,35,0.921052632,36,0.9
rcsC_1,tII,Sensor histidine kinase RcsC,35,0.921052632,38,0.95
pbpG,tII,Penicillin-binding protein 2D,35,0.921052632,36,0.9
rhaS,tII,HTH-type transcriptional activator RhaS,35,0.921052632,36,0.9
dhaA_1,tII,Haloalkane dehalogenase,35,0.921052632,36,0.9
msrA,tII,Peptide methionine sulfoxide reductase MsrA,35,0.921052632,36,0.9
mauG,tII,Methylamine utilization protein MauG,35,0.921052632,36,0.9
group_28,tII,Acetyltransferase,35,0.921052632,40,1
cpdA,tII,"3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA",35,0.921052632,36,0.9
sigI,tII,putative ECF RNA polymerase sigma factor SigI,35,0.921052632,40,1
group_348,tII,Zinc-type alcohol dehydrogenase-like protein,35,0.921052632,40,1
tuaB,tII,Teichuronic acid biosynthesis protein TuaB,35,0.921052632,36,0.9
aaeA,tII,p-hydroxybenzoic acid efflux pump subunit AaeA,35,0.921052632,36,0.9
ravA,tII,ATPase RavA,35,0.921052632,36,0.9
COQ3,tII,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial",35,0.921052632,36,0.9
tmoT_2,tII,Response regulator protein TmoT,35,0.921052632,36,0.9
kdpC,tII,Potassium-transporting ATPase KdpC subunit,35,0.921052632,40,1
kdpA,tII,Potassium-transporting ATPase potassium-binding subunit,35,0.921052632,40,1
setC,tII,Sugar efflux transporter C,35,0.921052632,36,0.9
oppA,tII,Oligopeptide-binding protein OppA,35,0.921052632,40,1
group_537,tII,"1,2-beta-oligoglucan phosphorylase",35,0.921052632,36,0.9
rutD,tII,Putative aminoacrylate hydrolase RutD,35,0.921052632,36,0.9
cobJ,tII,Precorrin-3B C(17)-methyltransferase,35,0.921052632,36,0.9
pcaB,tII,"3-carboxy-cis,cis-muconate cycloisomerase",35,0.921052632,36,0.9
nadB,tII,L-aspartate oxidase,35,0.921052632,36,0.9
treY,tII,Maltooligosyl trehalose synthase,35,0.921052632,36,0.9
todT,tII,Response regulator protein TodT,35,0.921052632,36,0.9
cobL,tII,"Precorrin-6Y C(5,15)-methyltransferase [decarboxylating]",34,0.894736842,34,0.85
sasA_2,tII,Adaptive-response sensory-kinase SasA,34,0.894736842,35,0.875
ompA,tII,Outer membrane protein A,33,0.868421053,32,0.8
group_162,tII,Cyclic nucleotide-gated potassium channel,33,0.868421053,34,0.85
tdiR,tII,Transcriptional regulatory protein TdiR,33,0.868421053,35,0.875
shlB,tII,Hemolysin transporter protein ShlB,31,0.815789474,28,0.7
murG,tII,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,30,0.789473684,30,0.75
ligD,tII,Multifunctional non-homologous end joining protein LigD,30,0.789473684,28,0.7
mug,tII,G/U mismatch-specific DNA glycosylase,30,0.789473684,26,0.65
yfcA,tII,putative membrane transporter protein YfcA,28,0.736842105,21,0.525
ramA,tII,(R)-stereoselective amidase,27,0.710526316,24,0.6
hcaR,tII,Hca operon transcriptional activator HcaR,27,0.710526316,24,0.6
ves,tII,Protein Ves,27,0.710526316,21,0.525
group_443,tII,putative ABC transporter ATP-binding protein,25,0.657894737,17,0.425
gcvA_1,tII,Glycine cleavage system transcriptional activator,24,0.631578947,28,0.7
fixK,tII,Nitrogen fixation regulation protein FixK,24,0.631578947,17,0.425
rbsR,tII,Ribose operon repressor,23,0.605263158,22,0.55
yhaH,tII,Inner membrane protein YhaH,23,0.605263158,17,0.425
aziB2,tII,3-hydroxy-5-methyl-1-naphthoate 3-O-methyltransferase,23,0.605263158,12,0.3
traC,tII,DNA primase TraC,23,0.605263158,12,0.3
recD2,tII,ATP-dependent RecD-like DNA helicase,21,0.552631579,12,0.3
group_215,tII,Phosphorylated carbohydrates phosphatase,21,0.552631579,24,0.6
pdeB,tII,putative cyclic di-GMP phosphodiesterase PdeB,20,0.526315789,12,0.3
trxB_2,tII,Ferredoxin--NADP reductase,20,0.526315789,11,0.275
tmung,tII,Type-4 uracil-DNA glycosylase,20,0.526315789,11,0.275
rosB,tII,8-demethyl-8-aminoriboflavin-5'-phosphate synthase,20,0.526315789,11,0.275
ygeA,tII,L-aspartate/glutamate-specific racemase,14,0.368421053,24,0.6
eamB,tII,Cysteine/O-acetylserine efflux protein,14,0.368421053,24,0.6
hdfR,tII,HTH-type transcriptional regulator HdfR,14,0.368421053,24,0.6
lnrN,tII,Linearmycin resistance permease protein LnrN,13,0.342105263,6,0.15
group_961,tII,N-carbamoyl-D-amino acid hydrolase,12,0.315789474,7,0.175
amiR,tII,Aliphatic amidase regulator,12,0.315789474,7,0.175
norR,tII,Anaerobic nitric oxide reductase transcription regulator NorR,11,0.289473684,14,0.35
rsr,tII,60 kDa SS-A/Ro ribonucleoprotein,11,0.289473684,14,0.35
group_2,tII,Thioredoxin reductase,10,0.263157895,36,0.9
yhaI,tII,Inner membrane protein YhaI,9,0.236842105,17,0.425
group_440,tII,IS66 family transposase IS66,8,0.210526316,5,0.125
group_458,tII,IS66 family transposase ISRle3,8,0.210526316,5,0.125
group_463,tII,IS66 family transposase ISUnCu14,8,0.210526316,5,0.125
blh,tII,Beta-lactamase hydrolase-like protein,8,0.210526316,5,0.125
bigR,tII,Biofilm growth-associated repressor,8,0.210526316,5,0.125
group_481,tII,putative membrane transporter protein,8,0.210526316,5,0.125
ctpF,tII,putative cation-transporting ATPase F,8,0.210526316,5,0.125
dksA,tII,RNA polymerase-binding transcription factor DksA,8,0.210526316,5,0.125
uspF,tII,Universal stress protein F,8,0.210526316,5,0.125
adhA,tII,putative alcohol dehydrogenase AdhA,8,0.210526316,5,0.125
degP,tII,Periplasmic serine endoprotease DegP,8,0.210526316,5,0.125
ompR,tII,Transcriptional regulatory protein OmpR,8,0.210526316,5,0.125
pduW,tII,putative propionate kinase,8,0.210526316,5,0.125
xpkA,tII,Xylulose-5-phosphate phosphoketolase,8,0.210526316,5,0.125
IMPDH,tII,Inosine-5'-monophosphate dehydrogenase,8,0.210526316,5,0.125
qseB,tII,Transcriptional regulatory protein QseB,8,0.210526316,5,0.125
group_528,tII,IS3 family transposase ISAtu5,8,0.210526316,5,0.125
group_418,tII,IS1182 family transposase ISMno9,6,0.157894737,2,0.05
mglB,tII,D-galactose-binding periplasmic protein,6,0.157894737,16,0.4
aes,tII,Acetyl esterase,6,0.157894737,16,0.4
feuC,tII,Iron-uptake system permease protein FeuC,5,0.131578947,8,0.2
perR,tII,HTH-type transcriptional regulator PerR,5,0.131578947,8,0.2
yfhA,tII,putative siderophore transport system permease protein YfhA,5,0.131578947,8,0.2
yfmC,tII,Fe(3+)-citrate-binding protein YfmC,5,0.131578947,8,0.2
fpuC,tII,Petrobactin import ATP-binding protein FpuC,5,0.131578947,8,0.2
group_954,tII,IS110 family transposase ISRel9,5,0.131578947,2,0.05
group_967,tII,IS3 family transposase ISPbe1,5,0.131578947,2,0.05
group_971,tII,N-acetylgalactosamine-6-O-sulfatase,5,0.131578947,4,0.1
sotB,tII,sugar efflux transporter,5,0.131578947,2,0.05
xerC,tII,Tyrosine recombinase XerC,5,0.131578947,2,0.05
dinB1,tII,DNA polymerase IV 1,4,0.105263158,5,0.125
dinB,tII,DNA polymerase IV,4,0.105263158,5,0.125
ssuB,tII,Aliphatic sulfonates import ATP-binding protein SsuB,3,0.078947368,4,0.1
ribX_1,tII,Riboflavin transport system permease protein RibX,3,0.078947368,4,0.1
thi4,tII,Thiamine thiazole synthase,3,0.078947368,4,0.1
yfdE,tII,Acetyl-CoA:oxalate CoA-transferase,3,0.078947368,4,0.1
dpgD,tII,Enoyl-CoA-hydratase,3,0.078947368,4,0.1
gltC_1,tII,HTH-type transcriptional regulator GltC,3,0.078947368,4,0.1
dapA,tII,4-hydroxy-tetrahydrodipicolinate synthase,3,0.078947368,4,0.1
fdxA,tII,Ferredoxin,3,0.078947368,4,0.1
ydeP,tII,Protein YdeP,3,0.078947368,4,0.1
group_613,tII,IS66 family transposase ISRel19,3,0.078947368,4,0.1
group_615,tII,IS66 family transposase ISRel24,3,0.078947368,4,0.1
ddpA,tII,"putative D,D-dipeptide-binding periplasmic protein DdpA",3,0.078947368,4,0.1
nhaP2,tII,K(+)/H(+) antiporter NhaP2,3,0.078947368,4,0.1
namA_1,tII,NADPH dehydrogenase,3,0.078947368,4,0.1
ydhP,tII,Inner membrane transport protein YdhP,3,0.078947368,4,0.1
lsrG,tII,"(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase",3,0.078947368,4,0.1
safD,tII,Sulfoacetaldehyde dehydrogenase,3,0.078947368,4,0.1
appC,tII,Cytochrome bd-II ubiquinol oxidase subunit 1,3,0.078947368,4,0.1
cydB,tII,Cytochrome bd-I ubiquinol oxidase subunit 2,3,0.078947368,4,0.1
mpa,tII,Proteasome-associated ATPase,3,0.078947368,4,0.1
mrgA,tII,Metalloregulation DNA-binding stress protein,3,0.078947368,4,0.1
group_652,tII,Alcohol dehydrogenase,3,0.078947368,4,0.1
oleB,tII,Cis-3-alkyl-4-alkyloxetan-2-one decarboxylase,3,0.078947368,4,0.1
hchA,tII,Protein/nucleic acid deglycase HchA,3,0.078947368,4,0.1
group_656,tII,IS630 family transposase ISRm2011-2,3,0.078947368,4,0.1
pld1,tII,Pyridoxal 4-dehydrogenase,3,0.078947368,4,0.1
group_662,tII,NAD(P)H dehydrogenase (quinone),3,0.078947368,4,0.1
apsD,tII,D-apiose dehydrogenase,3,0.078947368,4,0.1
ku_1,tII,Non-homologous end joining protein Ku,3,0.078947368,4,0.1
cpo,tII,Non-heme chloroperoxidase,3,0.078947368,4,0.1
gfo,tII,Glucose--fructose oxidoreductase,3,0.078947368,4,0.1
traG,tII,Conjugal transfer protein TraG,3,0.078947368,4,0.1
hycG,tII,Formate hydrogenlyase subunit 7,3,0.078947368,4,0.1
hycE,tII,Formate hydrogenlyase subunit 5,3,0.078947368,4,0.1
ndhB,tII,"NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic",3,0.078947368,4,0.1
hyfE,tII,Hydrogenase-4 component E,3,0.078947368,4,0.1
hycD,tII,Formate hydrogenlyase subunit 4,3,0.078947368,4,0.1
hyfB,tII,Hydrogenase-4 component B,3,0.078947368,4,0.1
pnbA,tII,Para-nitrobenzyl esterase,3,0.078947368,4,0.1
kup,tII,Low affinity potassium transport system protein kup,3,0.078947368,4,0.1
dnaE2,tII,Error-prone DNA polymerase,3,0.078947368,4,0.1
cckA,tII,Sensor kinase CckA,3,0.078947368,4,0.1
arnC,tII,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,3,0.078947368,4,0.1
group_829,tII,Glycogen synthase,3,0.078947368,4,0.1
group_845,tII,IS1182 family transposase ISRle11,3,0.078947368,4,0.1
betA,tII,Oxygen-dependent choline dehydrogenase,3,0.078947368,4,0.1
naiP,tII,Putative niacin/nicotinamide transporter NaiP,3,0.078947368,4,0.1
group_876,tII,IS630 family transposase ISBj5,3,0.078947368,4,0.1
group_878,tII,putative sulfate transporter,3,0.078947368,4,0.1
codAch2,tII,Pterin deaminase,3,0.078947368,4,0.1
vldW,tII,Validamycin A dioxygenase,3,0.078947368,4,0.1
nrtD,tII,Nitrate import ATP-binding protein NrtD,3,0.078947368,4,0.1
group_903,tII,Putative thiamine biosynthesis protein,3,0.078947368,4,0.1
andAa,tII,"Anthranilate 1,2-dioxygenase system ferredoxin--NAD(+) reductase component",3,0.078947368,36,0.9
group_1004,tII,dITP/XTP pyrophosphatase,1,0.026315789,1,0.025
group_1011,tII,tRNA-Asp(gtc),1,0.026315789,1,0.025
prpC,tII,Protein phosphatase PrpC,1,0.026315789,4,0.1
pal,tII,Peptidoglycan-associated lipoprotein,1,0.026315789,4,0.1
clpV1,tII,Protein ClpV1,1,0.026315789,4,0.1
dnaG,tII,DNA primase,1,0.026315789,2,0.05
artJ,tII,ABC transporter arginine-binding protein 1,1,0.026315789,7,0.175
artQ,tII,Arginine ABC transporter permease protein ArtQ,1,0.026315789,7,0.175
speB,tII,Agmatinase,1,0.026315789,7,0.175
dauA,tII,FAD-dependent catabolic D-arginine dehydrogenase DauA,1,0.026315789,7,0.175
rpsU,tIII,30S ribosomal protein S21,35,1,36,1
pdxI,tIII,Pyridoxine 4-dehydrogenase,35,1,36,1
gnl,tIII,Gluconolactonase,35,1,36,1
caiD,tIII,Carnitinyl-CoA dehydratase,35,1,36,1
yfcG,tIII,Disulfide-bond oxidoreductase YfcG,35,1,36,1
accA1,tIII,Acetyl-/propionyl-coenzyme A carboxylase alpha chain,35,1,36,1
hypBA1,tIII,Non-reducing end beta-L-arabinofuranosidase,35,1,36,1
group_108,tIII,Alpha-L-rhamnosidase,35,1,36,1
sfnF_2,tIII,NADH-dependent FMN reductase SfnF,35,1,36,1
ribX,tIII,Riboflavin transport system permease protein RibX,35,1,36,1
alsC,tIII,D-allose transport system permease protein AlsC,35,1,36,1
glpK,tIII,Glycerol kinase,35,1,36,1
rspR_4,tIII,HTH-type transcriptional repressor RspR,35,1,36,1
ade,tIII,Adenine deaminase,35,1,36,1
lhgD,tIII,L-2-hydroxyglutarate dehydrogenase,35,1,36,1
yciC_1,tIII,Putative metal chaperone YciC,35,1,36,1
dapH,tIII,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase",35,1,36,1
desV,tIII,"dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase",35,1,36,1
fcl,tIII,GDP-L-fucose synthase,35,1,36,1
linF,tIII,Maleylacetate reductase,35,1,36,1
araG,tIII,Arabinose import ATP-binding protein AraG,35,1,36,1
pomZ,tIII,Cell division protein PomZ,35,1,36,1
galE,tIII,UDP-glucose 4-epimerase,35,1,36,1
yesO,tIII,Putative ABC transporter substrate-binding protein YesO,35,1,36,1
araP,tIII,L-arabinose transport system permease protein AraP,35,1,36,1
araQ,tIII,L-arabinose transport system permease protein AraQ,35,1,36,1
metN,tIII,Methionine import ATP-binding protein MetN,35,1,36,1
carB,tIII,Carbamoyl-phosphate synthase large chain,35,1,36,1
ugpQ,tIII,"Glycerophosphodiester phosphodiesterase, cytoplasmic",35,1,36,1
rbsR_2,tIII,Ribose operon repressor,35,1,36,1
oppD_1,tIII,Oligopeptide transport ATP-binding protein OppD,35,1,36,1
rbsC_2,tIII,Ribose import permease protein RbsC,35,1,36,1
degA,tIII,HTH-type transcriptional regulator DegA,35,1,36,1
tenA,tIII,Aminopyrimidine aminohydrolase,35,1,36,1
rbsK,tIII,Ribokinase,35,1,36,1
malG,tIII,Maltose/maltodextrin transport system permease protein MalG,35,1,36,1
potB,tIII,Spermidine/putrescine transport system permease protein PotB,35,1,36,1
codA_1,tIII,Cytosine deaminase,35,1,36,1
mglA_1,tIII,Galactose/methyl galactoside import ATP-binding protein MglA,35,1,36,1
fhuD,tIII,Iron(3+)-hydroxamate-binding protein FhuD,35,1,36,1
gdh,tIII,Galactitol 2-dehydrogenase,35,1,36,1
sasA_1,tIII,Adaptive-response sensory-kinase SasA,35,1,36,1
group_176,tIII,Polyphosphate:ADP phosphotransferase,35,1,36,1
ugpC_3,tIII,sn-glycerol-3-phosphate import ATP-binding protein UgpC,35,1,36,1
group_178,tIII,putative sugar-binding periplasmic protein,35,1,36,1
cytR_2,tIII,HTH-type transcriptional repressor CytR,35,1,36,1
group_18,tIII,2-ketogluconate reductase,35,1,36,1
pxpB,tIII,5-oxoprolinase subunit B,35,1,36,1
argP,tIII,HTH-type transcriptional regulator ArgP,35,1,36,1
rbsA_2,tIII,Ribose import ATP-binding protein RbsA,35,1,36,1
nreC,tIII,Oxygen regulatory protein NreC,35,1,36,1
msuD,tIII,Methanesulfonate monooxygenase,35,1,36,1
ssuB_2,tIII,Aliphatic sulfonates import ATP-binding protein SsuB,35,1,36,1
